state	county	name	var2	var12	var95	var100	var123	var126	var130	var133	var144	var178	var180	var182	var185	tractors
1	0	CONNECTICUT	32157	2079933	23774	496	154	40	1621	4090	0	14006	37417	0	0	2667
1	10	FAIRFIELD	4860	214210	3631	47	10	0	89	324	0	1150	3987	0	0	310
1	30	HARTFORD	6172	313454	5326	208	23	12	190	694	0	4986	8637	0	0	718
1	50	LITCHFIELD	4880	448439	4155	66	23	6	990	1063	0	1742	7653	0	0	393
1	70	MIDDLESEX	2570	146881	1388	40	7	0	29	89	0	936	1700	0	0	159
1	90	NEW HAVEN	4407	222680	3059	35	50	19	122	456	0	1374	5643	0	0	488
1	110	NEW LONDON	3550	291767	2452	42	6	0	36	351	0	1663	4106	0	0	272
1	130	TOLLAND	2611	207731	1845	30	9	3	91	309	0	1174	2695	0	0	173
1	150	WINDHAM	3107	234771	1918	28	26	0	74	804	0	981	2996	0	0	154
2	0	MAINE	41907	4721842	51744	289	125	6311	99776	10370	0	3436	9451	0	0	3410
2	10	ANDROSCOGGIN	2062	195530	2115	4	2	2	521	844	0	151	870	0	0	143
2	30	AROOSTOOK	6714	890847	15408	59	81	6084	78756	1421	0	3	66	0	0	1614
2	50	CUMBERLAND	3040	258055	2973	27	2	3	431	418	0	239	690	0	0	191
2	70	FRANKLIN	1717	234232	1975	15	0	1	426	572	0	234	566	0	0	56
2	90	HANCOCK	1864	183780	1202	5	0	5	194	264	0	27	238	0	0	52
2	110	KENNEBEC	3585	349497	3742	22	1	13	2202	1400	0	575	1336	0	0	208
2	130	KNOX	1510	118819	1251	18	0	1	196	114	0	71	129	0	0	41
2	150	LINCOLN	1875	157044	1430	7	8	3	156	151	0	52	138	0	0	39
2	170	OXFORD	2774	358349	3049	20	0	2	496	550	0	554	945	0	0	183
2	190	PENOBSCOT	4566	523579	5735	22	24	123	7117	1536	0	205	1523	0	0	269
2	210	PISCATAQUIS	1240	179812	1575	8	0	7	2672	284	0	85	393	0	0	68
2	230	SAGADAHOC	727	81599	711	8	4	5	455	333	0	47	289	0	0	42
2	250	SOMERSET	2916	391814	3918	24	3	18	3906	1180	0	724	1181	0	0	173
2	270	WALDO	2599	300293	2781	24	0	10	1454	702	0	147	394	0	0	140
2	290	WASHINGTON	2188	256765	1605	8	0	34	711	209	0	2	65	0	0	29
2	310	YORK	2530	241827	2274	18	0	0	83	392	0	320	628	0	0	162
3	0	MASSACHUSETTS	35094	2195714	26770	201	76	21	1906	3728	0	8553	28245	0	0	3921
3	10	BARNSTABLE	1123	42002	270	4	1	0	1	8	0	128	153	0	0	68
3	30	BERKSHIRE	2527	323511	2838	21	50	20	1463	748	0	887	3516	0	0	262
3	50	BRISTOL	3408	146301	2476	22	1	0	75	302	0	283	4870	0	0	482
3	70	DUKES	118	11968	80	0	0	0	3	30	0	26	20	0	0	9
3	90	ESSEX	3040	130244	2228	14	1	0	9	132	0	166	1340	0	0	316
3	110	FRANKLIN	2679	254461	2720	9	0	0	34	86	0	2227	2562	0	0	198
3	130	HAMPDEN	2343	166266	1771	28	5	0	94	441	0	1149	2253	0	0	292
3	150	HAMPSHIRE	2753	201338	2755	7	1	0	42	393	0	2741	3232	0	0	279
3	170	MIDDLESEX	4862	223432	3205	31	9	0	9	269	0	286	1986	0	0	738
3	190	NANTUCKET	33	6564	38	0	0	0	0	0	0	18	43	0	0	6
3	210	NORFOLK	1721	68493	1360	12	4	0	22	97	0	48	1120	0	0	208
3	230	PLYMOUTH	3965	151147	1336	4	0	0	12	167	0	96	1345	0	0	288
3	250	SUFFOLK	58	861	63	0	0	0	0	5	0	0	27	0	0	1
3	270	WORCESTER	6464	469126	5630	49	4	1	142	1050	0	498	5778	0	0	774
4	0	NEW HAMPSHIRE	17695	2115548	18358	112	0	9	2878	4441	0	4088	11747	0	0	1096
4	10	BELKNAP	1083	136514	1097	14	0	0	108	327	0	207	629			55
4	30	CARROLL	1078	126625	957	13	0	0	28	141	0	170	193	0	0	60
4	50	CHESHIRE	1432	169091	1465	18	0	1	164	266	0	700	1033	0	0	86
4	70	COOS	1289	217271	2303	4	0	0	1110	1134	0	16	369	0	0	69
4	90	GRAFTON	2504	390404	3376	9	0	4	938	863	0	837	2688	0	0	146
4	110	HILLSBOROUGH	2589	256724	2263	23	0	0	45	344	0	285	2113	0	0	196
4	130	MERRIMACK	2471	298627	2309	13	0	4	182	562	0	554	1668	0	0	126
4	150	ROCKINGHAM	2740	219900	2053	9	0	0	27	323	0	468	1522	0	0	214
4	170	STRAFFORD	1176	122420	1111	1	0	0	38	28	0	244	480	0	0	81
4	190	SULLIVAN	1333	177972	1424	8	0	0	238	453	0	607	1052	0	0	63
5	0	RHODE ISLAND	4327	307725	3290	52	54	0	282	746	0	2287	4977	0	0	589
5	10	BRISTOL	193	7179	177	0	22	0	10	0	0	6	533	0	0	32
5	30	KENT	755	51661	450	10	0	0	1	21	0	90	704	0	0	79
5	50	NEWPORT	868	42507	934	12	21	0	203	323	0	785	1246	0	0	138
5	70	PROVIDENCE	1492	99443	1042	19	11	0	8	198	0	499	1715	0	0	210
5	90	WASHINGTON	1019	106935	687	11	0	0	60	204	0	907	779	0	0	130
6	0	VERMONT	27061	4042658	46196	343	114	379	37372	15231	0	13108	65318	0	0	2426
6	10	ADDISON	2207	370534	4649	43	19	141	7749	2046	0	1391	10464	0	0	504
6	30	BENNINGTON	1266	184457	1904	26	6	2	1452	419	0	1192	1886	0	0	127
6	50	CALEDONIA	2229	320807	3792	18	5	29	1889	693	0	121	3171	0	0	73
6	70	CHITTENDEN	1935	278920	3650	32	4	12	4412	2018	0	1408	9444	0	0	316
6	90	ESSEX	658	112626	1060	11	0	5	463	542	0	26	397	0	0	43
6	110	FRANKLIN	2333	363830	4821	21	31	62	7121	1874	0	730	7832	0	0	189
6	130	GRAND ISLE	476	47562	1034	1	0	43	2307	555	0	343	2335	0	0	125
6	150	LAMOILLE	1316	178568	2261	15	0	2	490	551	0	312	2713	0	0	69
6	170	ORANGE	2441	373875	3890	42	2	12	1528	237	0	1272	3976	0	0	133
6	190	ORLEANS	2390	356917	4519	31	31	17	5232	2074	0	69	3908	0	0	101
6	210	RUTLAND	2479	389439	4104	29	1	17	2059	1907	0	2050	7490	0	0	313
6	230	WASHINGTON	2143	301364	3614	33	4	27	1148	1169	0	937	4009	0	0	140
6	250	WINDHAM	1914	298803	2392	14	3	2	243	435	0	1249	2270	0	0	126
6	270	WINDSOR	3274	464956	4506	27	8	8	1279	711	0	2008	5423	0	0	167
11	0	DELAWARE	10381	921251	14084	9897	80241	0	2009	627	0	136052	2731	0	0	1600
11	10	KENT	2871	293682	5220	2430	36340	0	418	245	0	39382	680	0	0	594
11	30	NEW CASTLE	1839	206854	5438	567	29696	0	1438	198	0	22954	1427	0	0	447
11	50	SUSSEX	5671	420715	3426	6900	14205	0	153	184	0	73716	624	0	0	559
12	0	NEW JERSEY	29375	1914110	38990	4164	51383	0	42205	5183	0	152117	32998	0	0	8088
12	10	ATLANTIC	2125	56277	883	141	0	0	0	28	0	2374	41	0	0	296
12	30	BERGEN	752	18676	515	3	51	0	39	40	0	124	228	0	0	276
12	50	BURLINGTON	2122	219273	3558	1248	3412	0	246	312	0	21683	3695	0	0	932
12	70	CAMDEN	951	35015	976	168	193	0	23	120	0	2601	143	0	0	198
12	90	CAPE MAY	765	46576	485	57	4	0	0	70	0	2766	91	0	0	97
12	110	CUMBERLAND	3506	145477	2924	568	2198	0	182	94	0	11903	781	0	0	504
12	130	ESSEX	287	7968	359	2	31	0	15	54	0	69	368	0	0	80
12	150	GLOUCESTER	2511	128815	3399	593	243	0	10	87	0	10917	457	0	0	628
12	170	HUDSON	93	728	44	1	0	0	0	0	0	0	0	0	0	1
12	190	HUNTERDON	2509	203294	4151	116	14147	0	15542	465	0	21641	3823	0	0	880
12	210	MERCER	1163	88432	2033	111	4737	0	2156	330	0	9071	2109	0	0	549
12	230	MIDDLESEX	1270	73424	1790	121	2325	0	393	270	0	5756	1436	0	0	400
12	250	MONMOUTH	2762	163170	3835	320	2572	0	172	532	0	13154	1347	0	0	831
12	270	MORRIS	1167	92689	1639	50	748	0	2574	273	0	3011	2227	0	0	354
12	290	OCEAN	821	41257	427	61	107	0	0	36	0	2197	145	0	0	90
12	310	PASSAIC	529	20904	385	8	2	0	10	27	0	143	508	0	0	156
12	330	SALEM	1655	134503	3869	307	6324	0	362	255	0	19429	1246	0	0	448
12	350	SOMERSET	1270	107730	2053	76	6172	0	5240	378	0	9412	1465	0	0	553
12	370	SUSSEX	1339	179166	2619	55	731	0	3671	1415	0	3089	9047	0	0	320
12	390	UNION	334	6467	284	6	15	0	4	82	0	102	139	0	0	66
12	410	WARREN	1444	144269	2762	152	7371	0	11566	315	0	12675	3702	0	0	429
13	0	NEW YORK	177025	18685741	315110	4789	254203	7225	622787	88261	0	167638	530722	0	0	40369
13	10	ALBANY	2204	213709	3770	62	564	104	9138	385	0	2679	4626	0	0	424
13	30	ALLEGANY	3777	504876	7076	87	1463	209	14635	1929	0	367	9342	0	0	868
13	50	BRONX	20	83	9	0	0	0	0	0	0	0	0	0	0	1
13	70	BROOME	3296	346308	5136	129	98	67	9115	1100	0	739	8100	0	0	474
13	90	CATTARAUGUS	4760	593743	7770	96	495	67	15471	3182	0	1016	13899	0	0	806
13	110	CAYUGA	3885	380231	8456	240	17569	246	16669	353	0	9828	13414	0	0	1042
13	130	CHAUTAUQUA	7017	567158	9879	235	978	159	17895	3258	0	4652	16788	0	0	1409
13	150	CHEMUNG	1845	193695	3008	52	1748	138	7520	238	0	1480	5447	0	0	391
13	170	CHENANGO	3636	466938	6362	142	143	42	8828	1578	0	980	11690	0	0	570
13	190	CLINTON	3026	416453	6170	23	5	198	11679	5010	0	482	11279	0	0	333
13	210	COLUMBIA	2571	310071	4160	55	418	32	7313	1081	0	5387	8557	0	0	652
13	230	CORTLAND	1971	258688	4103	100	142	4	6526	774	0	433	8285	0	0	384
13	250	DELAWARE	4130	679735	7919	156	128	34	4859	3405	0	434	8255	0	0	285
13	270	DUTCHESS	2236	328303	4511	47	1068	28	7900	1438	0	4944	12264	0	0	777
13	290	ERIE	6442	451261	10673	130	12572	384	31041	2286	0	4865	19883	0	0	1895
13	310	ESSEX	2054	294264	2808	32	34	46	3745	1547	0	1118	3379	0	0	206
13	330	FRANKLIN	2894	331268	5199	48	0	64	11093	5040	0	651	9861	0	0	220
13	350	FULTON	1346	123053	1865	19	10	9	3970	764	0	889	3682	0	0	207
13	370	GENESEE	2747	262953	6390	87	18661	201	14405	262	0	2905	9542	0	0	1156
13	390	GREENE	1940	227702	2720	29	737	54	2700	1045	0	3668	2971	0	0	319
13	410	HAMILTON	245	35250	201	3	0	0	22	58	0	6	35	0	0	7
13	430	HERKIMER	2663	321030	5087	26	177	81	8798	2608	0	1104	12321	0	0	606
13	450	JEFFERSON	4993	691863	10585	65	33	541	45557	6357	0	724	22709	0	0	1178
13	470	KINGS	42	117	16	0	0	0	0	0	0	0	0	0	0	1
13	490	LEWIS	2766	407164	5029	40	0	61	10932	2159	0	124	6775	0	0	355
13	510	LIVINGSTON	2409	336809	7549	80	19055	200	15226	324	0	1902	12929	0	0	925
13	530	MADISON	3358	344044	6353	151	1881	122	9262	1023	0	1895	16621	0	0	905
13	550	MONROE	5084	337092	9930	121	27600	208	22265	271	0	6894	11970	0	0	1842
13	570	MONTGOMERY	1920	218362	4294	35	135	256	15174	734	0	2247	12350	0	0	856
13	590	NASSAU	614	27895	1044	11	19	3	6	4	0	108	300	0	0	391
13	610	NEW YORK	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	630	NIAGARA	4193	287348	7469	140	24123	279	22018	251	0	7969	10781	0	0	2209
13	650	ONEIDA	5739	550566	9415	107	1037	120	11276	3154	0	2517	22763	0	0	1085
13	670	ONONDAGA	5648	408934	9888	161	9528	373	14628	553	0	6910	19244	0	0	1230
13	690	ONTARIO	3885	360550	8545	133	22620	358	16190	249	0	7508	6928	0	0	1416
13	710	ORANGE	3878	324449	5634	81	663	31	1247	2079	0	4729	9708	0	0	628
13	730	ORLEANS	2608	222930	5535	69	17069	193	11548	118	0	4176	4661	0	0	1274
13	750	OSWEGO	5555	426253	7635	187	654	71	11605	1633	0	4457	16900	0	0	714
13	770	OTSEGO	4377	530270	7960	108	102	114	12554	1733	0	2260	13740	0	0	609
13	790	PUTNAM	513	78055	783	10	21	0	130	223	0	170	1627	0	0	97
13	810	QUEENS	292	2234	189	3	0	0	0	0	0	0	0	0	0	46
13	830	RENSSELAER	2710	280427	4548	51	227	43	8093	981	0	5470	7634	0	0	427
13	850	RICHMOND	91	1298	99	0	0	0	0	0	0	30	7	0	0	8
13	870	ROCKLAND	321	18193	351	24	15	0	97	80	0	188	433	0	0	177
13	890	ST LAWRENCE	7000	991642	14061	61	0	111	38250	12562	0	1311	31372	0	0	1108
13	910	SARATOGA	2826	272763	3946	28	174	13	7907	1032	0	3773	8830	0	0	484
13	930	SCHENECTADY	890	85060	1453	27	106	41	3527	195	0	664	2914	0	0	248
13	950	SCHOHARIE	2591	314761	4752	52	762	107	9288	1470	0	970	8690	0	0	411
13	970	SCHUYLER	1547	165440	2592	134	4363	181	4471	171	0	2139	2303	0	0	326
13	990	SENECA	1943	191420	3765	82	13960	487	10867	395	0	5994	3811	0	0	839
13	1010	STEUBEN	5784	764821	11674	259	6637	201	35929	1066	0	2388	15094	0	0	1247
13	1030	SUFFOLK	2220	123251	3118	60	636	38	867	726	0	2869	1502	0	0	972
13	1050	SULLIVAN	3208	292065	3638	38	32	8	2276	1531	0	1236	4160	0	0	126
13	1070	TIOGA	2431	266570	4065	117	1551	111	11155	362	0	1538	8365	0	0	443
13	1090	TOMPKINS	2458	237347	4040	146	4834	113	6399	209	0	2608	6769	0	0	547
13	1110	ULSTER	3774	314414	4307	57	1540	45	2382	2175	0	4359	6107	0	0	540
13	1130	WARREN	1213	148050	1246	10	0	1	455	296	0	790	932	0	0	23
13	1150	WASHINGTON	3093	420578	6212	50	194	51	11822	4762	0	9437	13795	0	0	511
13	1170	WAYNE	4999	337291	8635	122	17121	360	18174	607	0	13206	8139	0	0	1577
13	1190	WESTCHESTER	795	77109	1350	18	28	0	70	359	0	246	1165	0	0	129
13	1210	WYOMING	2784	333460	6515	74	8930	114	11484	1002	0	699	11997	0	0	803
13	1230	YATES	1768	188074	3618	79	11543	103	6334	74	0	4506	3077	0	0	630
14	0	PENNSYLVANIA	191284	15855343	294040	54071	934656	11268	871306	36189	0	1086129	232142	0	0	33513
14	10	ADAMS	3581	274644	5405	2664	33970	259	11704	136	0	35987	3208	0	0	662
14	30	ALLEGHENY	3594	190447	3972	218	5665	178	7859	937	0	10635	1416	0	0	656
14	50	ARMSTRONG	3351	278349	4960	220	13242	105	17599	421	0	16394	1786	0	0	338
14	70	BEAVER	2354	179959	3066	120	4348	91	7854	857	0	9773	2477	0	0	316
14	90	BEDFORD	3160	407996	5211	632	20410	165	18056	231	0	22574	3973	0	0	438
14	110	BERKS	6002	400857	9297	3525	50171	453	36167	408	0	52015	4411	0	0	1691
14	130	BLAIR	1871	156723	2608	349	9821	183	9422	340	0	11357	2366	0	0	327
14	150	BRADFORD	4984	571856	8596	240	3309	324	26257	696	0	7343	18371	0	0	903
14	170	BUCKS	5070	283463	7972	411	23268	845	16438	495	0	30965	4185	0	0	1465
14	190	BUTLER	4186	320480	6180	200	12555	409	22273	955	0	18297	4522	0	0	693
14	210	CAMBRIA	2829	191515	3038	303	4100	200	12686	399	0	6798	1416	0	0	369
14	230	CAMERON	199	19081	204	3	2	7	567	226	0	507	96	0	0	12
14	250	CARBON	924	61937	1104	159	2922	42	3588	129	0	2802	498	0	0	180
14	270	CENTRE	2105	243240	4224	449	21710	166	21277	241	0	21783	2421	0	0	511
14	290	CHESTER	4936	389311	10330	1324	27300	30	16123	828	0	42054	8304	0	0	1404
14	310	CLARION	2596	231747	4084	144	12701	121	18730	141	0	12212	2694	0	0	424
14	330	CLEARFIELD	3306	210839	2997	356	4496	81	12499	698	0	8638	2205	0	0	337
14	350	CLINTON	1023	94264	1588	171	6487	129	6092	203	0	6950	797	0	0	212
14	370	COLUMBIA	2475	200559	3929	706	18977	222	17977	181	0	19122	981	0	0	435
14	390	CRAWFORD	6420	535598	10637	255	7281	157	31236	1301	0	18769	11516	0	0	729
14	410	CUMBERLAND	3032	244097	5516	2724	37516	190	22666	133	0	37550	4187	0	0	455
14	430	DAUPHIN	2640	188876	3613	2023	21406	339	18404	202	0	25026	2106	0	0	444
14	450	DELAWARE	995	55837	2171	62	2106	0	997	123	0	4540	716	0	0	191
14	470	ELK	892	63592	836	48	87	76	3004	412	0	589	770	0	0	156
14	490	ERIE	5386	403563	8555	117	4072	163	21418	2136	0	12616	10696	0	0	1062
14	510	FAYETTE	3954	271148	4630	205	8230	318	11314	1352	0	16431	806	0	0	494
14	530	FOREST	441	38752	429	6	464	2	1284	188	0	711	192	0	0	39
14	550	FRANKLIN	3861	342475	9530	1346	62895	258	4301	704	0	47868	5063	0	0	690
14	570	FULTON	1355	173497	2109	390	14946	35	2291	76	0	11701	573	0	0	109
14	590	GREENE	3170	337102	4857	228	5382	125	6305	1698	0	16212	377	0	0	194
14	610	HUNTINGDON	2035	281354	2881	920	15666	200	11332	430	0	15827	1876	0	0	309
14	630	INDIANA	3842	346163	5697	525	14886	156	20479	281	0	20101	1398	0	0	447
14	650	JEFFERSON	2738	213891	3560	250	6913	210	16064	259	0	9258	2383	0	0	274
14	670	JUNIATA	1449	144766	2097	982	13772	13	11365	25	0	13354	1243	0	0	256
14	690	LACKAWANNA	1563	111685	2118	193	41	8	2622	1341	0	481	4100	0	0	288
14	710	LANCASTER	8863	519282	14391	9476	85404	0	12038	1119	0	85401	11241	0	0	2001
14	730	LAWRENCE	2655	180478	4146	137	8444	88	13064	652	0	13228	3947	0	0	458
14	750	LEBANON	2268	157440	3735	2290	24244	306	13841	100	0	24652	3540	0	0	521
14	770	LEHIGH	2861	167656	4948	532	23292	166	12664	177	0	18284	595	0	0	755
14	790	LUZERNE	2769	183267	3120	702	4779	137	8429	414	0	7094	3706	0	0	485
14	810	LYCOMING	3014	301255	5463	177	16910	121	21288	232	0	21216	3657	0	0	452
14	830	MCKEAN	1497	125594	1580	12	17	6	2775	913	0	66	1507	0	0	122
14	850	MERCER	4626	365301	7434	217	10993	89	25091	790	0	22051	6379	0	0	624
14	870	MIFFLIN	1220	129593	2401	711	12778	151	10019	120	0	12524	1464	0	0	293
14	890	MONROE	1450	139835	1767	116	3740	39	5161	161	0	5120	761	0	0	168
14	910	MONTGOMERY	3846	184930	6111	215	17916	133	9218	233	0	23998	3771	0	0	1170
14	930	MONTOUR	683	69924	1700	97	8766	28	8659	16	0	8367	609	0	0	184
14	950	NORTHAMPTON	2775	160523	4959	309	20545	198	16677	284	0	20501	1226	0	0	764
14	970	NORTHUMBERLAND	2387	191384	3891	1076	22350	95	21155	147	0	21166	1864	0	0	402
14	990	PERRY	1854	198943	2571	1864	18340	207	15559	75	0	18239	2341	0	0	321
14	1010	PHILADELPHIA	286	13899	504	2	522	0	184	31	0	1110	30	0	0	105
14	1030	PIKE	443	47969	368	20	96	1	397	73	0	330	466	0	0	43
14	1050	POTTER	1749	249115	2957	45	65	21	9228	681	0	189	2767	0	0	212
14	1070	SCHUYLKILL	2803	183923	3941	948	14204	251	13902	203	0	13466	667	0	0	484
14	1090	SNYDER	1712	134546	2617	688	14983	428	13159	34	0	15820	882	0	0	298
14	1110	SOMERSET	3844	435763	6407	280	10409	222	32707	136	0	12182	7784	0	0	702
14	1130	SULLIVAN	718	79841	1157	27	257	12	3298	64	0	1245	1345	0	0	52
14	1150	SUSQUEHANNA	3271	416069	5884	145	135	10	9747	2346	0	1179	13063	0	0	491
14	1170	TIOGA	3239	426739	6028	51	649	128	22005	527	0	1943	11198	0	0	504
14	1190	UNION	1141	96158	2366	375	14239	0	11320	94	0	12198	1499	0	0	284
14	1210	VENANGO	2281	190062	2695	110	2898	37	9508	479	0	5876	2191	0	0	313
14	1230	WARREN	2104	208677	2978	64	925	56	6883	695	0	1848	4485	0	0	255
14	1250	WASHINGTON	5072	470422	7543	335	11405	134	17711	2017	0	23445	4801	0	0	669
14	1270	WAYNE	2849	314719	4243	133	42	18	3943	1684	0	713	6661	0	0	241
14	1290	WESTMORELAND	5368	406573	7608	423	19111	1063	25530	1473	0	27565	3172	0	0	922
14	1310	WYOMING	1460	148469	2149	245	362	41	4758	673	0	2687	5150	0	0	306
14	1330	YORK	7857	497331	8377	9781	74719	822	23138	363	0	75186	5244	0	0	1402
21	0	ILLINOIS	231312	31661205	745827	114618	2047881	32376	2629160	344053	0	6889686	914926	6111	0	69628
21	10	ADAMS	3675	492933	10064	2654	43540	269	21777	8283	0	19525	38265	0	0	905
21	30	ALEXANDER	1017	103133	802	1564	6574	0	225	57	0	21336	19	4050	0	71
21	50	BOND	1771	221362	5069	776	21330	21	9751	5491	0	24710	10087	0	0	235
21	70	BOONE	1218	174000	4671	250	701	1615	18031	154	0	21403	27008	0	0	548
21	90	BROWN	1217	172844	3716	451	6832	94	1671	1447	0	23287	7432	0	0	227
21	110	BUREAU	3166	520711	13919	764	3320	49	29200	2700	0	143280	13490	0	0	1473
21	130	CALHOUN	1139	149906	2192	1060	8033	0	422	286	0	16062	2373	0	0	185
21	150	CARROLL	1745	271978	7025	292	1111	359	34945	1709	0	48820	10975	0	0	493
21	170	CASS	1144	218074	4561	1194	32163	841	11095	4160	0	51172	178	0	0	371
21	190	CHAMPAIGN	3409	612154	14830	1597	19756	99	109223	3295	0	214073	2317	0	0	2007
21	210	CHRISTIAN	2816	433424	9557	2222	59420	85	17308	4087	0	111884	903	0	0	1128
21	230	CLARK	2535	283229	6380	568	20445	83	6262	2564	0	53854	1026	0	0	367
21	250	CLAY	2355	251682	6163	639	7203	0	8788	3246	0	49082	383	0	0	215
21	270	CLINTON	1861	267080	6205	1625	57799	0	24106	9244	0	37882	8905	0	0	334
21	290	COLES	2286	303413	6350	1258	23425	169	20165	3056	0	78097	899	0	0	1054
21	310	COOK	4021	231764	7609	135	295	968	20016	637	0	24060	24718	0	0	1415
21	330	CRAWFORD	2031	226382	4670	537	17870	12	4742	2815	0	46145	675	0	0	349
21	350	CUMBERLAND	1911	201031	5169	493	6683	4	4608	3043	0	36491	853	0	0	332
21	370	DE KALB	2354	392411	11162	428	803	2362	51366	536	0	83349	45849	0	0	1274
21	390	DE WITT	1476	239754	6240	569	8170	45	32475	1952	0	80218	992	0	0	662
21	410	DOUGLAS	1490	251634	6125	649	19346	224	35520	1310	0	78813	595	0	0	874
21	430	DU PAGE	1270	141633	3776	103	296	280	11626	1316	0	15036	18421	0	0	749
21	450	EDGAR	2445	379905	7548	1244	38746	907	56992	2302	0	103244	1257	0	0	977
21	470	EDWARDS	1245	139198	2853	886	16793	0	5765	714	0	27116	1600	0	0	161
21	490	EFFINGHAM	2255	278378	7051	986	17560	151	13119	1939	0	42500	4965	0	0	290
21	510	FAYETTE	3520	406168	9841	1237	25504	825	13790	6932	0	70219	2611	0	0	333
21	530	FORD	1576	299921	7728	508	695	0	76261	1437	0	107611	2125	0	0	1012
21	550	FRANKLIN	2811	196612	4428	1525	12728	0	4677	1787	0	36772	1130	0	0	159
21	570	FULTON	3547	518373	12106	894	45274	442	17475	3886	0	103784	6966	0	0	1085
21	590	GALLATIN	1207	160853	2520	2090	22060	0	3948	783	0	41794	158	0	0	129
21	610	GREENE	1921	320679	6784	1480	36043	124	4175	7041	0	63546	9060	0	0	557
21	630	GRUNDY	1400	255650	6722	386	0	30	47990	2033	0	78830	10750	0	0	745
21	650	HAMILTON	2479	230552	5163	1383	14851	0	7724	2708	0	45470	95	0	0	76
21	670	HANCOCK	3407	465270	12264	1026	26428	249	33432	7395	0	54817	32998	0	0	982
21	690	HARDIN	691	81089	878	825	237	0	4	0	0	11615	2	0	0	18
21	710	HENDERSON	1060	210015	4884	412	7387	284	9798	2152	0	47598	7506	0	0	401
21	730	HENRY	3111	485439	13951	714	3312	180	36732	1926	0	137332	8504	0	0	1385
21	750	IROQUOIS	3827	687944	19211	1327	4100	404	197313	6992	0	230024	5276	0	0	1586
21	770	JACKSON	2581	312463	4724	2748	37005	0	6338	2948	0	50065	956	0	0	478
21	790	JASPER	2490	282756	7416	667	12118	91	12773	2518	0	54465	1057	0	0	331
21	810	JEFFERSON	3597	314882	7074	1323	12225	128	6608	3678	0	53466	909	4	0	161
21	830	JERSEY	1445	215104	4151	794	27119	0	3865	2882	0	19834	12110	0	0	324
21	850	JO DAVIESS	2143	356638	8262	194	143	764	31573	247	0	39613	10104	0	0	602
21	870	JOHNSON	1721	194853	2806	1445	2078	0	321	516	0	26185	200	0	0	114
21	890	KANE	2235	300922	8796	235	728	707	29609	682	0	46520	43313	0	0	1175
21	910	KANKAKEE	2275	386110	10119	421	3919	99	90265	2047	0	113276	12566	0	0	939
21	930	KENDALL	1194	198471	4935	205	46	0	42258	1349	0	41872	20326	0	0	705
21	950	KNOX	2627	418070	11118	669	3460	56	9949	1434	0	102537	4249	0	0	982
21	970	LAKE	1758	191029	4843	130	475	2037	12409	1153	0	10682	28740	0	0	745
21	990	LA SALLE	4124	669496	17427	794	471	0	67214	7768	0	195242	36617	0	0	2079
21	1010	LAWRENCE	1575	182215	3662	1040	24058	220	4068	2677	0	44293	179	0	0	277
21	1030	LEE	2519	437789	11557	431	5727	61	47155	1319	0	117040	13395	0	0	1103
21	1050	LIVINGSTON	3575	644571	16858	1558	737	538	158233	4986	0	236351	3010	0	0	2101
21	1070	LOGAN	2017	366933	9520	1386	58524	142	47360	2928	0	116456	2885	0	0	1091
21	1090	MCDONOUGH	2468	349554	8967	781	24457	355	25513	4654	0	83631	12259	0	0	934
21	1110	MCHENRY	2721	363894	10125	181	188	3007	24836	1292	0	27472	79772	0	0	1080
21	1130	MCLEAN	4210	719297	19015	1744	12960	244	140167	5831	0	259445	3300	0	0	2062
21	1150	MACON	2620	347178	8384	1092	33052	29	22946	1784	0	109794	1489	0	0	1052
21	1170	MACOUPIN	3769	504925	12459	1653	60675	496	13937	9055	0	42835	39703	0	0	858
21	1190	MADISON	3808	384549	8145	3759	82135	1151	16589	9643	0	44374	30179	0	0	837
21	1210	MARION	3225	319766	7104	1051	11517	60	10570	5874	0	46975	1560	0	0	292
21	1230	MARSHALL	1243	227487	5442	275	2338	8	22584	2559	0	64332	2505	0	0	585
21	1250	MASON	1364	301649	5625	1519	61991	148	11872	4120	0	79229	219	0	0	501
21	1270	MASSAC	1177	128895	1873	1611	7105	0	1402	1226	0	20760	355	0	0	76
21	1290	MENARD	1062	184611	4463	736	35643	113	14069	2947	0	45352	3104	0	0	358
21	1310	MERCER	1988	328292	8000	828	2913	0	6479	3716	0	84102	4354	0	0	683
21	1330	MONROE	1504	215652	2237	2949	52418	0	6904	4417	0	28296	367	0	0	474
21	1350	MONTGOMERY	3166	414156	10149	1672	47871	208	18161	11294	0	59036	14729	0	0	660
21	1370	MORGAN	2266	340954	8150	1767	49052	91	15701	9847	0	80579	5515	0	0	673
21	1390	MOULTRIE	1495	208092	5249	594	18051	48	11503	885	0	60669	374	0	0	607
21	1410	OGLE	2897	467122	12097	570	1515	1679	68354	1334	0	93938	30418	0	0	1095
21	1430	PEORIA	2687	350399	9164	558	14378	504	20077	2630	0	75348	5842	0	0	822
21	1450	PERRY	1965	222889	4764	1126	31997	0	10488	5212	0	31533	2613	0	0	232
21	1470	PIATT	1348	267833	6763	933	21654	240	30468	781	0	84827	787	0	0	765
21	1490	PIKE	3151	473844	9257	1677	49905	663	7329	6565	0	39983	19296	0	0	622
21	1510	POPE	1476	182626	1919	1389	4165	0	903	501	0	23191	35	0	0	60
