state	county	name	farms	facres	farmequi	horses	mules	tractors
54	890	JEFFERSON	2204	176524	488270	1994	2264	63
54	910	JOHNSON	1593	114756	291655	1556	340	36
54	930	KNOX	4039	253828	1119638	2655	3257	234
54	950	LAKE	1120	63856	257216	168	3379	33
54	970	LAUDERDALE	3981	169617	616755	1684	5795	76
54	990	LAWRENCE	3845	270865	553403	1945	5240	81
54	1010	LEWIS	507	57787	76345	355	744	11
54	1030	LINCOLN	4131	316611	907413	3946	5831	119
54	1050	LOUDON	1332	130634	329847	999	1877	55
54	1070	MCMINN	2510	233805	613603	1796	3025	75
54	1090	MCNAIRY	3414	273757	517384	1315	5819	44
54	1110	MACON	2735	177931	375491	1537	3370	32
54	1130	MADISON	4650	260511	807564	2224	7378	150
54	1150	MARION	1044	85816	191183	619	1344	50
54	1170	MARSHALL	2297	223868	533289	3249	3072	88
54	1190	MAURY	3680	346025	1077133	4288	5377	178
54	1210	MEIGS	757	121952	182114	669	1494	37
54	1230	MONROE	2800	228598	421958	1816	2725	49
54	1250	MONTGOMERY	4036	304385	665569	2003	6014	189
54	1270	MOORE	976	68818	176007	1032	1040	10
54	1290	MORGAN	1074	89874	157958	641	876	23
54	1310	OBION	3315	276119	806519	3395	6826	205
54	1330	OVERTON	2724	208924	217811	799	3510	21
54	1350	PERRY	1070	157903	214397	350	1991	42
54	1370	PICKETT	943	78469	91954	285	1196	8
54	1390	POLK	1082	97685	159505	380	1346	25
54	1410	PUTNAM	2913	206145	362398	1641	3213	27
54	1430	RHEA	1206	118980	277873	765	1801	54
54	1450	ROANE	1304	169964	337415	852	2082	40
54	1470	ROBERTSON	4420	281784	993166	2187	6118	415
54	1490	RUTHERFORD	4653	332398	946527	5177	5923	176
54	1510	SCOTT	1124	75130	91741	738	771	9
54	1530	SEQUATCHIE	537	37240	88565	329	450	9
54	1550	SEVIER	2931	225061	429517	1972	2280	39
54	1570	SHELBY	8595	286836	1612801	2872	8934	170
54	1590	SMITH	2661	192729	406676	2422	4069	48
54	1610	STEWART	1902	182907	277590	792	2876	108
54	1630	SULLIVAN	3186	208313	733108	3033	1485	89
54	1650	SUMNER	4481	309864	926606	4420	5673	166
54	1670	TIPTON	4968	201522	835442	2795	7415	57
54	1690	TROUSDALE	972	70080	210414	914	1630	25
54	1710	UNICOI	860	43381	101793	400	287	10
54	1730	UNION	1966	128088	270872	1217	1564	16
54	1750	VAN BUREN	488	51783	59277	267	594	1
54	1770	WARREN	2615	222006	490441	2150	3494	39
54	1790	WASHINGTON	2980	169936	781667	3370	1464	101
54	1810	WAYNE	1635	196511	219575	608	2614	28
54	1830	WEAKLEY	4978	309629	829332	4646	7416	97
54	1850	WHITE	1960	165183	337250	1272	2725	22
54	1870	WILLIAMSON	3005	321839	820602	3391	4865	159
54	1890	WILSON	3782	336451	732707	4794	4925	135
56	0	WEST VIRGINIA	82641	8802348	15267497	112638	12320	2792
56	10	BARBOUR	1934	184288	355671	2703	109	59
56	30	BERKELEY	1201	150167	634317	3259	313	246
56	50	BOONE	793	51806	56448	505	280	0
56	70	BRAXTON	2539	265619	282980	3725	321	17
56	90	BROOKE	222	28486	104973	461	21	38
56	110	CABELL	2004	140561	283881	2228	415	37
56	130	CALHOUN	1492	146054	161485	2059	179	5
56	150	CLAY	1147	82037	127467	1330	238	5
56	170	DODDRIDGE	1284	178449	182450	1564	78	7
56	190	FAYETTE	1446	80096	277575	1303	334	31
56	210	GILMER	1454	186042	230032	2367	103	2
56	230	GRANT	873	201015	222757	1549	29	57
56	250	GREENBRIER	2242	292783	592639	3729	219	112
56	270	HAMPSHIRE	1421	303160	489424	2387	271	179
56	290	HANCOCK	328	31803	188845	549	31	57
56	310	HARDY	1098	222970	309218	1698	163	104
56	330	HARRISON	2103	210177	418748	3279	118	72
56	350	JACKSON	2517	271033	473392	4077	333	38
56	370	JEFFERSON	824	122942	587518	3500	241	146
56	390	KANAWHA	2828	179000	396193	2647	478	37
56	410	LEWIS	1755	225303	359765	2629	73	28
56	430	LINCOLN	2328	185920	118666	2104	855	3
56	450	LOGAN	842	51644	31292	360	400	3
56	470	MCDOWELL	1430	89170	89524	787	417	3
56	490	MARION	1808	128120	281299	2107	85	33
56	510	MARSHALL	1606	163783	497232	2795	152	72
56	530	MASON	2294	246991	456045	3484	356	112
56	550	MERCER	2240	172298	361835	2228	265	41
56	570	MINERAL	754	153657	241618	1161	92	88
56	590	MINGO	628	40751	57432	229	286	0
56	610	MONONGALIA	1684	139600	372032	2236	96	75
56	630	MONROE	1826	222846	374042	3158	94	74
56	650	MORGAN	667	88242	169067	982	114	45
56	670	NICHOLAS	1800	148307	272000	1920	218	16
56	690	OHIO	513	46989	267278	866	65	86
56	710	PENDLETON	1272	272805	333276	2658	22	59
56	730	PLEASANTS	578	56000	70187	818	53	13
56	750	POCAHONTAS	1201	230824	298716	1962	90	91
56	770	PRESTON	2162	251140	688068	3627	100	267
56	790	PUTNAM	1851	170596	260427	2563	475	33
56	810	RALEIGH	1668	114498	198239	1389	357	14
56	830	RANDOLPH	1755	275146	296795	2428	72	79
56	850	RITCHIE	1630	210596	274111	2442	63	19
56	870	ROANE	2357	281662	411636	3481	376	23
56	890	SUMMERS	1912	185039	337633	2373	289	36
56	910	TAYLOR	970	82336	160058	1368	43	19
56	930	TUCKER	711	102667	89950	980	15	35
56	950	TYLER	1221	133496	201033	1723	75	19
56	970	UPSHUR	1955	168878	256429	2498	80	30
56	990	WAYNE	2745	209677	187338	2036	1384	20
56	1010	WEBSTER	1104	93609	121370	1028	92	6
56	1030	WETZEL	1664	158054	188992	2254	98	19
56	1050	WIRT	978	109069	120525	1476	184	9
56	1070	WOOD	1828	159870	359577	2869	229	73
56	1090	WYOMING	1154	104277	87997	700	381	0
61	0	ARIZONA	14173	10526627	10413814	27656	3381	2558
61	10	APACHE	1444	1026912	320274	11708	528	16
61	30	COCHISE	927	1918156	639843	3971	585	46
61	50	COCONINO	789	1099199	196334	6640	516	25
61	70	GILA	306	120142	193710	9770	311	13
61	90	GRAHAM	749	468607	507071	3164	270	96
61	110	GREENLEE	257	55158	95875	1783	234	4
61	130	MARICOPA	4597	578350	4887930	9890	3721	1621
61	150	MOHAVE	384	521492	161388	2980	184	21
61	170	NAVAJO	1287	952696	192542	10790	641	20
61	190	PIMA	757	949409	630291	7309	1366	107
61	210	PINAL	1008	385560	1008163	4507	795	224
61	230	SANTA CRUZ	220	253637	108703	1339	230	23
61	250	YAVAPAI	675	2105833	474376	3267	427	62
61	270	YUMA	773	91476	997314	2581	1502	280
62	0	COLORADO	59956	28876171	50241437	329344	29124	13334
62	10	ADAMS	1912	557561	1760342	8107	613	602
62	30	ALAMOSA	531	225192	573907	3010	510	125
62	50	ARAPAHOE	1225	459673	1212567	4344	280	372
62	70	ARCHULETA	389	163442	181099	1960	71	15
62	90	BACA	1750	1126576	1590569	12719	1284	725
62	110	BENT	882	540938	823895	6836	780	141
62	130	BOULDER	1473	203313	1078663	4417	381	307
62	150	CHAFFEE	307	74023	257144	1198	39	40
62	170	CHEYENNE	625	494428	522367	5467	566	204
62	190	CLEAR CREEK	34	14454	15440	257	1	1
62	210	CONEJOS	1467	252552	706953	4752	459	143
62	230	COSTILLA	648	349527	394569	1971	134	80
62	250	CROWLEY	626	328113	449892	3636	440	85
62	270	CUSTER	406	260169	347175	2076	75	57
62	290	DELTA	1744	187965	954450	5830	465	80
62	310	DENVER	257	3789	121654	112	11	13
62	330	DOLORES	194	71455	105321	884	86	33
62	350	DOUGLAS	438	347283	598865	2635	119	180
62	370	EAGLE	374	170616	366904	2754	76	39
62	390	ELBERT	1241	966899	1195865	8046	862	443
62	410	EL PASO	1463	1071111	1031391	7128	1405	324
62	430	FREMONT	1270	366717	431583	2350	138	41
62	450	GARFIELD	1015	251791	591639	5343	261	56
62	470	GILPIN	34	14374	15240	88	2	1
62	490	GRAND	229	212341	185745	2544	28	17
62	510	GUNNISON	370	215849	296685	2903	103	13
62	530	HINSDALE	44	18142	32885	333	14	0
62	550	HUERFANO	760	495851	358398	3285	157	100
62	570	JACKSON	203	321277	225160	4037	61	10
62	590	JEFFERSON	1817	259690	972824	3469	186	240
62	610	KIOWA	579	461829	436017	4312	679	133
62	630	KIT CARSON	1630	969104	1304837	12316	1332	548
62	650	LAKE	44	20681	30890	279	4	0
62	670	LA PLATA	1161	359127	630904	5070	271	93
62	690	LARIMER	1838	698304	1941348	8318	690	510
62	710	LAS ANIMAS	1758	1927923	836040	12203	725	168
62	730	LINCOLN	1232	1195717	1196093	8337	955	495
62	750	LOGAN	1845	961377	2269144	12524	1154	741
62	770	MESA	2665	345098	1313813	7426	484	167
62	790	MINERAL	50	25511	39870	279	7	4
62	810	MOFFAT	797	642257	476867	7245	260	101
62	830	MONTEZUMA	978	285730	576628	3863	414	119
62	850	MONTROSE	1318	231065	776623	5951	385	77
62	870	MORGAN	1569	632615	1709789	9754	956	460
62	890	OTERO	1298	467846	961300	7080	1056	180
62	910	OURAY	178	100925	151715	1070	17	10
62	930	PARK	394	535826	305954	2765	113	18
62	950	PHILLIPS	766	390370	1201783	4133	468	500
62	970	PITKIN	180	59888	135715	1245	25	14
62	990	PROWERS	1382	564644	1208892	11561	1406	282
62	1010	PUEBLO	1473	1245441	1122781	6822	583	292
62	1030	RIO BLANCO	433	336640	398142	4752	301	35
62	1050	RIO GRANDE	730	202094	1230645	3729	756	245
62	1070	ROUTT	928	527847	665166	6993	140	100
62	1090	SAGUACHE	557	454726	597750	4075	390	114
62	1110	SAN JUAN						
62	1130	SAN MIGUEL	263	171070	171480	1389	83	18
62	1150	SEDGWICK	560	307410	1138368	3439	295	363
62	1170	SUMMIT	61	32231	62660	612	3	5
62	1190	TELLER	238	134249	105696	942	63	16
62	1210	WASHINGTON	1753	1237648	1372716	14057	934	619
62	1230	WELD	5457	1977783	6446662	30124	2623	1851
62	1250	YUMA	2113	1348084	2025958	14188	1945	569
63	0	IDAHO	41674	9346908	39748803	206086	7236	4691
63	10	ADA	2305	177470	1365090	6431	138	160
63	30	ADAMS	462	213826	384172	2238	57	22
63	50	BANNOCK	1748	535664	1752763	10984	220	211
63	70	BEAR LAKE	915	284669	588877	4962	31	57
63	90	BENEWAH	534	125764	400988	1958	85	59
63	110	BINGHAM	2311	269288	2070284	10561	120	199
63	130	BLAINE	382	158952	344065	2509	100	24
63	150	BOISE	214	94518	172156	1058	57	17
63	170	BONNER	1010	155782	461531	1602	45	52
63	190	BONNEVILLE	1577	329933	2025630	8948	117	230
63	210	BOUNDARY	426	78063	419850	812	14	84
63	230	BUTTE	235	69333	298264	2098	42	23
63	250	CAMAS	261	158255	446500	2182	13	68
63	270	CANYON	3279	225270	2494584	10305	325	235
63	290	CARIBOU	357	224692	244830	1799	55	34
63	310	CASSIA	1407	271938	1403180	7748	231	139
63	330	CLARK	124	133299	120275	4036	46	13
63	350	CLEARWATER	493	92822	244992	1646	112	31
63	370	CUSTER	368	121927	346735	3688	102	28
63	390	ELMORE	333	168528	265290	1804	138	33
63	410	FRANKLIN	1131	203291	1037024	5163	98	74
63	430	FREMONT	1056	266882	1067775	6001	55	159
63	450	GEM	768	159764	634586	2946	170	78
63	470	GOODING	931	112596	801880	3989	150	57
63	490	IDAHO	1371	666146	1504524	8787	477	196
63	510	JEFFERSON	1090	149912	926417	4909	17	104
63	530	JEROME	989	111180	1366746	4752	208	166
63	550	KOOTENAI	1348	228099	795838	3120	93	129
63	570	LATAH	1688	348436	1837587	7412	429	337
63	590	LEMHI	541	163785	473847	5364	112	57
63	610	LEWIS	609	214074	730110	4309	183	89
63	630	LINCOLN	321	63173	353687	2171	39	35
63	650	MADISON	1079	213362	1130628	5879	78	126
63	670	MINIDOKA	1025	69955	838460	3457	111	29
63	690	NEZ PERCE	1309	417901	1428486	7146	612	197
63	710	ONEIDA	756	333519	888815	6088	191	103
63	730	OWYHEE	729	308585	531393	6654	226	76
63	750	PAYETTE	820	73387	698149	2556	107	105
63	770	POWER	573	359792	1077509	6057	388	90
63	790	SHOSHONE	173	22378	119968	270	14	8
63	810	TETON	470	149053	554910	3294	97	56
63	830	TWIN FALLS	2785	304873	4082921	10880	880	630
63	850	VALLEY	307	104027	235422	1646	109	17
63	870	WASHINGTON	1064	412745	782065	5867	344	54
63	875	YELLOWSTONE NATIO						
64	0	MONTANA	47495	44659152	62070274	450264	8153	19031
64	10	BEAVERHEAD	581	1109177	1035300	15985	284	82
64	30	BIG HORN	1086	1863366	1378024	11478	192	403
64	50	BLAINE	1288	1229085	1770413	14398	143	537
64	70	BROADWATER	328	364763	435028	3378	275	103
64	90	CARBON	1170	463506	1203665	8526	234	266
64	110	CARTER	848	1099247	620309	10978	199	106
64	130	CASCADE	1404	1261151	2064262	8863	264	625
64	150	CHOUTEAU	1587	1841095	3126841	11867	202	1099
64	170	CUSTER	715	1366565	707953	14123	112	207
64	190	DANIELS	906	644822	1660407	6976	142	651
64	210	DAWSON	1018	1061212	1446690	12180	187	523
64	230	DEER LODGE	142	123649	177756	1273	4	21
64	250	FALLON	650	741398	816281	7383	105	288
64	270	FERGUS	2073	1672897	2743491	18234	431	1009
64	290	FLATHEAD	1349	262258	790839	4969	81	95
64	310	GALLATIN	1336	722657	1659774	10438	219	420
64	330	GARFIELD	1077	1179346	990985	15830	108	291
64	350	GLACIER	455	1131103	519924	8694	91	124
64	370	GOLDEN VALLEY	387	511689	279593	3976	77	117
64	390	GRANITE	247	251238	263561	2278	67	44
64	410	HILL	1423	1289586	2892279	9511	70	1006
64	430	JEFFERSON	385	226525	334969	2573	69	48
64	450	JUDITH BASIN	776	792718	1399933	5497	109	537
64	470	LAKE	1197	404543	699552	6011	110	98
64	490	LEWIS AND CLARK	612	947245	772252	4972	184	169
64	510	LIBERTY	402	622896	879855	3982	59	266
64	530	LINCOLN	503	91387	259619	1359	20	13
64	550	MCCONE	1041	858707	1494713	11903	65	502
64	570	MADISON	748	669098	898092	8934	191	130
64	590	MEAGHER	276	793430	366775	3813	50	60
64	610	MINERAL	96	22146	50925	302	13	7
64	630	MISSOULA	688	228464	404317	3014	138	72
64	650	MUSSELSHELL	525	665970	427340	5568	99	152
64	670	PARK	656	701372	703374	6201	155	165
64	690	PETROLEUM	363	375149	370075	6525	65	128
64	710	PHILLIPS	1476	1515119	1846550	19852	246	617
64	730	PONDERA	919	688410	1712957	7378	102	653
64	750	POWDER RIVER	896	1210833	838220	11812	228	206
64	770	POWELL	343	736698	519783	4663	46	66
64	790	PRAIRIE	559	722167	684008	7087	67	246
64	810	RAVALLI	1286	292172	809334	5223	172	160
64	830	RICHLAND	1341	905762	1921078	13351	229	631
64	850	ROOSEVELT	1276	792780	2558014	11316	112	885
64	870	ROSEBUD	940	1536001	1113171	19707	181	330
64	890	SANDERS	663	324605	364029	3626	73	39
64	910	SHERIDAN	1492	894596	2540360	10225	196	944
64	930	SILVER BOW	212	81903	141985	786	49	12
64	950	STILLWATER	962	862893	1003659	7431	378	354
64	970	SWEET GRASS	532	716373	519552	4688	141	139
64	990	TETON	1023	975637	2071819	6704	108	695
64	1010	TOOLE	597	758240	1114792	5277	42	367
64	1030	TREASURE	266	304840	395114	3243	150	139
64	1050	VALLEY	1833	1535490	3127656	15464	286	1265
64	1070	WHEATLAND	324	819426	422610	3614	129	146
64	1090	WIBAUX	469	376952	692898	4572	24	233
64	1110	YELLOWSTONE	1748	1018795	2027519	12253	380	540
64	1130	YELLOWSTONE NATIO						
65	0	NEVADA	3442	4080906	4218855	40559	3166	360
65	10	CHURCHILL	614	88621	539855	2796	259	47
65	30	CLARK	294	40641	168059	857	48	34
65	50	DOUGLAS	135	146338	398843	1193	29	54
65	70	ELKO	518	2004716	854900	15477	1112	40
65	90	ESMERALDA	24	13473	27210	214	42	5
65	110	EUREKA	76	260439	140596	2848	214	6
65	130	HUMBOLDT	195	391827	271565	3274	259	17
65	150	LANDER	44	118655	55500	2250	223	5
65	170	LINCOLN	155	31276	98205	560	62	7
65	190	LYON	339	187732	459913	2168	81	36
65	210	MINERAL	88	25566	61889	392	38	3
65	230	NYE	142	83062	110606	1331	163	7
65	250	ORMSBY	33	14259	39245	214	18	6
65	270	PERSHING	119	111261	232720	1369	174	27
65	290	STOREY	9	1504	10700	26	0	1
65	310	WASHOE	474	434877	472613	3584	269	44
65	330	WHITE PINE	183	126659	276436	2006	175	21
66	0	NEW MEXICO	31404	30822034	12996727	141123	22935	2497
66	10	BERNALILLO	1248	84876	353883	2813	269	30
66	30	CATRON	438	648805	148814	2642	309	2
66	50	CHAVES	883	2314115	767126	5344	1242	145
66	70	COLFAX	798	1926848	459287	4960	507	97
66	90	CURRY	1263	671255	1374394	5821	1567	619
66	110	DE BACA	352	1524101	147608	3548	562	15
66	130	DONA ANA	2129	426555	1017177	4679	2107	154
66	150	EDDY	1054	1532391	757971	5290	1809	142
66	170	GRANT	576	1327076	325830	4267	380	19
66	190	GUADALUPE	596	641088	117868	2137	533	6
66	210	HARDING	628	960981	357635	4051	792	135
66	230	HIDALGO	335	753947	140370	1838	235	2
66	250	LEA	610	2011573	287015	3855	640	15
66	270	LINCOLN	569	1316403	265065	3462	435	16
66	290	LUNA	235	591752	199495	1313	267	30
66	310	MCKINLEY	996	857423	131367	5906	342	11
66	330	MORA	1318	917409	236370	4816	282	17
66	350	OTERO	537	213308	222248	3030	597	16
66	370	QUAY	1176	1647291	1031819	6232	1459	336
66	390	RIO ARRIBA	2492	722305	421233	7365	404	30
66	410	ROOSEVELT	1579	1282244	839674	7837	2258	201
66	430	SANDOVAL	1309	238128	215474	4554	341	6
66	450	SAN JUAN	1422	131401	406521	7039	462	32
66	470	SAN MIGUEL	1670	1908753	356379	7822	738	40
66	490	SANTA FE	687	441895	200863	2043	231	7
66	510	SIERRA	449	886399	139003	2733	273	3
66	530	SOCORRO	849	917770	197366	2428	213	6
66	550	TAOS	1423	147247	236290	3740	84	16
66	570	TORRANCE	1055	1207071	543489	4700	1635	121
66	590	UNION	1454	1945856	845266	10201	1743	211
66	610	VALENCIA	1274	625768	253827	4657	219	17
67	0	UTAH	27159	5613101	13636571	91218	2906	1426
67	10	BEAVER	395	67075	181637	1440	76	13
67	30	BOX ELDER	1977	657895	1679547	9932	171	248
67	50	CACHE	2372	392068	1255090	7967	155	129
67	70	CARBON	285	30869	123007	644	31	16
67	90	DAGGETT	52	24832	47005	345	3	4
67	110	DAVIS	1481	162357	911782	3673	33	141
67	130	DUCHESNE	1050	173666	425559	4397	134	44
67	150	EMERY	758	115067	260738	3377	162	22
67	170	GARFIELD	513	111421	181545	1767	182	15
67	190	GRAND	157	33128	22950	530	139	8
67	210	IRON	598	354223	269135	1896	47	28
67	230	JUAB	496	159555	320005	1888	75	62
67	250	KANE	200	112752	81590	1072	80	9
67	270	MILLARD	1243	268666	588040	4999	235	91
67	290	MORGAN	247	126685	182958	1097	21	7
67	310	PIUTE	229	40132	118778	977	31	10
67	330	RICH	273	381236	258244	2599	62	15
67	350	SALT LAKE	2932	134582	1363027	4136	69	120
67	370	SAN JUAN	442	110477	126975	4049	306	24
67	390	SANPETE	1703	466208	741066	5621	111	36
67	410	SEVIER	1038	121721	509445	4004	49	20
67	430	SUMMIT	509	202823	298198	2015	45	29
67	450	TOOELE	434	138134	233725	1386	118	61
67	470	UINTAH	1076	150107	465598	4774	149	41
67	490	UTAH	3561	469485	1594905	7780	168	132
67	510	WASATCH	450	131547	219177	1412	29	11
67	530	WASHINGTON	656	120751	219403	1491	75	10
67	550	WAYNE	256	36475	106073	1602	98	3
67	570	WEBER	1776	319164	851369	4348	52	77
68	0	WYOMING	16011	23525234	17617857	173173	4050	4110
68	10	ALBANY	548	1302481	539865	12754	112	80
68	30	BIG HORN	948	187866	1198865	6845	122	252
68	50	CAMPBELL	1310	2560755	1356592	13928	278	365
68	70	CARBON	500	2048810	694066	9489	117	74
68	90	CONVERSE	811	1753207	895676	8923	216	229
68	110	CROOK	953	1241621	899457	8613	185	252
68	130	FREMONT	942	1088284	729691	11199	137	139
68	150	GOSHEN	1487	1082004	1932753	9842	536	535
68	170	HOT SPRINGS	229	275685	295215	2897	115	54
68	190	JOHNSON	536	1229248	537447	8686	97	123
68	210	LARAMIE	996	1644740	1207222	9982	379	465
68	230	LINCOLN	666	417202	479583	5928	92	40
68	250	NATRONA	389	1133104	334947	5484	91	50
68	270	NIOBRARA	727	1221741	767604	8405	268	220
68	290	PARK	688	471906	817875	6216	178	179
68	310	PLATTE	1148	1487504	1327679	9241	468	355
68	330	SHERIDAN	926	989550	1110494	9816	145	287
68	350	SUBLETTE	292	418826	393972	6684	156	21
68	370	SWEETWATER	258	1244571	277045	2699	83	36
68	390	TETON	280	94695	303424	2747	51	23
68	410	UINTA	435	375419	304936	3617	13	37
68	430	WASHAKIE	326	256285	594493	3455	163	106
68	450	WESTON	616	999730	618956	5723	48	188
68	455	YELLOWSTONE NATIO						
71	0	CALIFORNIA	135676	30442581	135741365	225965	40908	44437
71	10	ALAMEDA	2627	315848	1996679	4587	75	524
71	30	ALPINE	19	11530	23100	119	4	2
71	50	AMADOR	371	313719	213670	883	41	63
71	70	BUTTE	2603	619584	2804092	3269	497	1198
71	90	CALAVERAS	481	370970	265210	1043	31	37
71	110	COLUSA	894	481604	1778481	1413	683	604
71	130	CONTRA COSTA	1890	379338	2391557	4373	294	797
71	150	DEL NORTE	150	36965	197071	350	13	42
71	170	EL DORADO	886	324818	550665	1085	82	131
71	190	FRESNO	10334	1493477	7274533	14688	4882	2571
71	210	GLENN	1463	586411	2350259	2456	736	682
71	230	HUMBOLDT	2045	797160	1603368	3763	215	423
71	250	IMPERIAL	3176	403663	3359778	7001	3416	1079
71	270	INYO	218	94567	262848	1495	266	29
71	290	KERN	2397	1706625	3100872	6405	1837	981
71	310	KINGS	2156	575426	2248091	5147	861	613
71	330	LAKE	1057	240445	773386	1138	145	346
71	350	LASSEN	472	473268	613791	4960	667	93
71	370	LOS ANGELES	12653	527124	9334017	8499	1844	2872
71	390	MADERA	1529	626537	1517617	3275	1162	413
71	410	MARIN	690	264559	867960	1602	45	138
71	430	MARIPOSA	285	228126	155252	845	132	38
71	450	MENDOCINO	1672	939221	1481534	3117	298	437
71	470	MERCED	3830	829377	3491718	7838	1718	1059
71	490	MODOC	621	450139	729329	6449	485	107
71	510	MONO	76	66073	99867	577	64	4
71	530	MONTEREY	1891	1305001	3535036	6972	365	1061
71	550	NAPA	1686	323963	1597794	2014	195	571
71	570	NEVADA	539	145596	263342	878	23	44
71	590	ORANGE	4960	287967	5423098	3217	1744	2311
71	610	PLACER	1628	350718	1142006	2211	383	333
71	630	PLUMAS	178	167446	167335	1079	29	30
71	650	RIVERSIDE	4746	633932	3646645	5414	1943	1414
71	670	SACRAMENTO	3882	573025	4070020	5769	788	1578
71	690	SAN BENITO	1077	659299	1757540	2979	52	568
71	710	SAN BERNARDINO	7062	295748	4471876	3756	1091	1199
71	730	SAN DIEGO	3902	833336	2919286	5356	786	935
71	750	SAN FRANCISCO	112	1272	80500	66	2	6
71	770	SAN JOAQUIN	5730	697740	6280616	9715	950	2545
71	790	SAN LUIS OBISPO	1923	1466373	2346577	7698	583	650
71	810	SAN MATEO	841	186523	869994	1595	43	183
71	830	SANTA BARBARA	1408	1066756	2324909	6916	417	723
71	850	SANTA CLARA	6237	516974	6543387	5204	196	2910
71	870	SANTA CRUZ	1855	124481	1175641	1639	113	347
71	890	SHASTA	1213	607833	699134	3153	279	129
71	910	SIERRA	92	119579	80635	393	5	12
71	930	SISKIYOU	1155	627704	1163658	5128	221	240
71	950	SOLANO	1479	431401	2543551	2959	453	865
71	970	SONOMA	6562	775121	5419301	7274	389	1571
71	990	STANISLAUS	5743	772625	5007250	9753	1618	1358
71	1010	SUTTER	1758	343654	3607761	2256	457	1362
71	1030	TEHAMA	1805	1195796	1368106	3207	776	492
71	1050	TRINITY	325	184523	173894	932	174	15
71	1070	TULARE	7154	1192432	7483811	11895	3460	2930
71	1090	TUOLUMNE	293	206615	210693	918	42	23
71	1110	VENTURA	1656	444136	5312790	5052	1792	1294
71	1130	YOLO	1641	488252	3670816	2831	868	1166
71	1150	YUBA	548	260186	899618	1359	178	289
72	0	OREGON	55153	16548678	42585751	178875	13455	9838
72	10	BAKER	1383	672906	1084664	8867	278	75
72	30	BENTON	1340	222253	886274	2643	58	321
72	50	CLACKAMAS	4747	290573	2248697	6358	276	625
72	70	CLATSOP	694	74562	345775	709	4	88
72	90	COLUMBIA	1667	118604	667395	1629	54	177
72	110	COOS	1305	227874	740096	1972	49	141
72	130	CROOK	489	634962	456012	6794	144	40
72	150	CURRY	342	114838	189385	700	58	27
72	170	DESCHUTES	824	155432	516269	2956	79	34
72	190	DOUGLAS	2488	656266	1509123	3901	201	558
72	210	GILLIAM	353	693715	1088065	4591	689	114
72	230	GRANT	632	899329	540018	6612	278	43
72	250	HARNEY	603	795205	608336	14514	1115	39
72	270	HOOD RIVER	967	37699	792170	730	61	256
72	290	JACKSON	2214	288371	1812325	3913	238	487
72	310	JEFFERSON	335	620567	485495	3241	244	86
72	330	JOSEPHINE	1164	105361	476991	1441	122	129
72	350	KLAMATH	1197	569949	1429113	7380	362	222
72	370	LAKE	485	749788	533218	6196	537	47
72	390	LANE	4069	514267	2062347	5586	209	622
72	410	LINCOLN	732	106715	227330	962	29	25
72	430	LINN	3074	468706	2165063	6733	192	724
72	450	MALHEUR	1345	572592	1107942	12868	943	121
72	470	MARION	4821	399563	2998310	7087	262	995
72	490	MORROW	628	1210456	1176448	5860	1189	164
72	510	MULTNOMAH	1733	76113	1058395	1795	47	294
72	530	POLK	1882	245363	1607375	3416	102	637
72	550	SHERMAN	369	435214	1383162	4752	329	158
72	570	TILLAMOOK	811	83031	493107	910	17	50
72	590	UMATILLA	2265	1377484	3909025	10170	3418	497
72	610	UNION	1276	457981	1439237	6733	205	262
72	630	WALLOWA	952	569759	887642	7982	603	96
72	650	WASCO	1076	892555	1284790	6861	598	240
72	670	WASHINGTON	3917	234798	2253744	5335	207	703
72	690	WHEELER	284	688056	348475	2357	97	36
72	710	YAMHILL	2690	287771	1773938	4321	161	705
73	0	WASHINGTON	70904	13533778	50511853	182503	22174	8388
73	10	ADAMS	818	1006582	2199257	8907	2705	181
73	30	ASOTIN	622	279253	512260	3082	178	46
73	50	BENTON	1668	320805	958792	4269	266	133
73	70	CHELAN	2218	159501	2534447	1735	168	530
73	90	CLALLAM	729	57820	341541	801	21	107
73	110	CLARK	3503	194482	1486956	4164	174	462
73	130	COLUMBIA	544	338260	951808	4464	2037	65
73	150	COWLITZ	1147	93589	435362	1366	56	113
73	170	DOUGLAS	1214	705255	1695058	7662	660	200
73	190	FERRY	577	133640	212770	2752	119	16
73	210	FRANKLIN	354	553547	762269	2622	1089	62
73	230	GARFIELD	393	357086	1139866	5390	845	70
73	250	GRANT	787	764407	952837	6216	376	182
73	270	GRAYS HARBOR/CHEH	1151	89473	559578	1046	30	155
73	290	ISLAND	877	48877	362301	790	6	106
73	310	JEFFERSON	272	26046	144104	351	12	27
73	330	KING	4656	137813	1843704	2596	79	456
73	350	KITSAP	1557	38367	400918	658	15	71
73	370	KITTITAS	888	359003	1005367	3751	143	263
73	390	KLICKITAT	1074	651395	884419	5348	306	183
73	410	LEWIS	3380	237429	1294213	4490	107	351
73	430	LINCOLN	1497	1356446	2882370	16344	2183	232
73	450	MASON	452	38552	219308	470	2	63
73	470	OKANOGAN	2326	691558	1393740	9387	322	151
73	490	PACIFIC	570	56430	242447	672	4	74
73	510	PEND OREILLE	613	114631	246361	1296	38	31
73	530	PIERCE	4696	139678	1509491	2700	101	323
73	550	SAN JUAN	472	63795	221680	564	6	66
73	570	SKAGIT	2721	139928	1484066	2933	56	369
73	590	SKAMANIA	278	25073	129930	277	14	26
